,Text,label
260,"Today the company I work for offered via the Government Local sponsorship scheme for Ukraine to sponsor a Ukrainian family to come to the UK. The https://t.co/x9aa5onec0 link takes you to a page to sign up for updates, waiting for #PritiPatel to approve  #StandWithUkraine",0
261,Over to you @McDonalds ??? Get out of Russia now! #UkraineRussianWar https://t.co/AMLb1tBEVm,0
262,"@mattletiss7 You need to rethink this. It's a war. In reality, you need to pick a side. I stand with the UN, Nato and Ukraine. These are the people that are protecting you and allowing you to tweet this crap.",-1
263,"@KremlinRussia_E 
https://t.co/3YfGeNvTlu

Mr.Putler, this is the way you're ""liberating"" the ukrainian people??? By killing innocent babys, childs, doctors and nurses? Shame on you, President of Russia, shame on you n all who helped you doing THIS! But be sure, you SHALL PAY FOR",-1
264,"I didn't have Russia down as pathetic, weak &amp; disregarded by world leaders as a post brexit UK in 2022... But here we are.",-1
265,@AaronBastani There's plenty of NATO critics signed the Ukraine Solidarity Campaign petition ...,0
266,@Documentally And what about that crap tweet about a Netflix Ukraine War movie. I mean...,-1
267,Mac Donald’s and PepsiCo still operating in Russia! #BoycottMcDonalds #Boycottpepsco,0
268,"Russia: ""We just want to liberate Ukraine from Nazis""

Also Russia: https://t.co/lHhIM2GV3t",0
269,"🇺🇦🇹🇼 This was Taipei today. Ukrainians and allies in Taiwan are here in solidarity with the brave people of Ukraine.

And we are meeting again tomorrow 12:00 PM, same place - in front of the aggressor’s representative office. https://t.co/UzTzX6KSBV",1
270,"@CoraBuhlert @CamestrosF Far-right has more problems here. They have traditionally been Putin-friendly, but the invasion of Ukraine makes us remember the USSR invasion of Finland with the rallying cry ""Finland's cause is ours!"". Can't be a nationalist and be pro-putin anymore, so they are adjusting.",-1
271,"@Klitschko Like President @EmmanuelMacron . A big fan of lider @ZelenskyyUa but with no ""balls"" to stop French companies like AUCHAN, Decathlon to operate in Russia.",0
272,There isn’t much debate on Ukraine right now. Just use your eyes. Putin is bad. Russian admin is bad. There is zero justification for that kind of move. In response to what? Don’t give me NATO and US alliance. That doesn’t justify what you’re seeing. Ukraine is autonomous.,-1
273,"Good morning to brave victorious people @Ukraine  @UKRinTR @ZelenskyyUa.  Today I wish, we will get beautiful news involve defeat of dictator.",1
274,"Ukraine invasion: Russia axed from Eurovision as they would 'bring competition into disrepute' https://t.co/uG3sDYVnUh Good, good!",1
275,Bellingcat are doing some really great coverage of Ukraine. And this woman is incredibly brave. #StandWithUkraine️ https://t.co/NMmEIhrlHc,1
276,@mfa_russia @NATO @RussianEmbFinla @Finland_OSCE @GenConFinSPb @Ulkoministerio @EmbFinMoscow @RusEmbNo @natomission_ru @USNATO @StateDept Another contradictory and absurd statement from the crazy Russian oppressive dictator: Finland joining the NATO would be a direct repercussion of the dictator's actions.,-1
277,"Just posted a photo @ Kyiv, Ukraine https://t.co/E65QjfFenl",0
278,"Stand with Ukraine! 

#ukraine #heroofukraine #Zelensky #StandWithUkraine

https://t.co/h9M8eYnfQa",0
279,"Dear z list 'celebrities'. Happy that you want to help Ukraine,drive with blankets or whatever to Polish https://t.co/JHDTJsnteI need insta or utube your efforts, otherwise it looks like refugee https://t.co/P9x8VKEWNz the right thing when no ones looking",1
280,"bestiesss😍

@taylorhickson @tiernanhickson @kelceymawema 

#taylorhickson #tiernanhickson #kelceymawema #russianfans #russia #love https://t.co/OFqvvnCMOu",1
281,"@clairecorkhill Though we should recall that Russia is a key member of the Chernobyl Shelter Fund, runs 38 of its own reactors and is exporting reactors widely, it has heavy vested interests in keeping Chernobyl safe.",1
282,"The rich start the war, the poor die. ...No war!!!
#nft #nftart #NFTs #NFTCommunity #nftcollector #NFTartist #Ukraine #Russia https://t.co/aAO8u3jqmB",-1
283,"@ingeoppenheimer @Juli3tHarpur @SamHeughan @BorisJohnson @POTUS You guys speak like people born and raised in a free world; you never had to see your dad taken by Homeland Security and never to be seen again or know what happened to them; people you see on the Russia streets now, those are extremely courageous people.",1
284,"@NekoTam64869425 @nexta_tv You can paint history whatever you want but you can not change it: Milosevic was a criminal of war ( like Putin is) and he was stoped by Nato ( under UN mandate)to prevent another genocide in Kosovo

West and civilazition prevaled and it will prevale, because freedom has no price",-1
285,I bet #VladimirPutin will pay zero attention to sanctions but I have just heard that #Russia will not be allowed to enter the European Song Contest - this could actually make him sit up and take notice.,0
286,"The Pine Tree at St. Tropez, 1909 - Paul Signac
Location: Pushkin Museum, Moscow, Russia https://t.co/wCrCil6sw9",0
287,"Thats really anoying, I'm getting scary what the ""free world"" is doing iff war criminal Putin shall attack Ukraine with chemical weapons and hundreds or thousands of children and woman are dieing a brutal mercyless death by feeling safe in their shelters and bunkers. https://t.co/g5DcQeJgvI",-1
288,"I personally get the sarcasm in this tweet. 

#Ukraine has a Racism problem, that’s the hidden message and Russia has a Homophobe problem. You are welcome. https://t.co/7SpQ6rLy4F",-1
289,"@aniboghoss @simonforco TBH one of the most amusing things about this to me is the idea that ""nomads"" have had no influence on Ukraine. Why do you think Cossacks wore pants like this? Why are Cossacks called cossacks? Why did they use sabres? I mean even the traditional Ukrainian instruments are Steppe. https://t.co/Dln59ssg2q",1
290,My first two years in Parliament have witnessed some extraordinary moments. This evening was no different as we were given an historic address by President @ZelenskyyUa. We continue to salute their courage and stand in total solidarity with the people of Ukraine 🇺🇦🇬🇧 https://t.co/eXcImtEOXm,1
291,"I hope Sweden stays away from NATO. 
Not because Russia says so, but because the Nato has a very bad history of invasions of sovereign states.",-1
292,"Looking forward to getting married and having a family name that has nothing to do with certain countries, the Ukraine included, I hate them as much as I hate their big brothers.",-1
293,Jericho Skye and other US Army Vets volunteering in Ukraine are true heroes! 🙏🎖✌️🇺🇦💪🇺🇸,1
294,"The Ukraine I know is a beautiful place full of caring, strong and smart people with a hunger and aspiration to better their lives. This country  actively explores and contributes to a free and democratic society. Today truly is a sad day #StandWithUkriane 🇺🇦",1
295,A list of all border crossings you can use to get from #ukraine to Romania https://t.co/3SsxMSM8Br,0
296,"@Sapper1801 @shishkebabs11 @tconnellyRTE Kremlin number 1 is Kremlin, not even Russia it seems",0
297,@Cryptic_Miind #Modi has to perform and meet Gen Z-ers expectations in #Ukraine crisis. So far he has failed.,-1
298,"Given that out of 193 member states, 141 votes were for the resolution, 35 abstained &amp; 5 were against — it shows how isolated Russia is in the UN.

It is no surprise that Russia’s 4 supporters, namely, Belarus, North Korea, Eritrea &amp; Syria voted against the resolution.",0
299,Also wrote a separate op-ed on the war rhetoric surrounding Russia's invasion of Ukraine and what Singaporeans can learn from it. TLDR: Reject the numerous twisted logics justifying war. Inspired by my in-laws and my own parents who imbibed too much Russian propaganda. https://t.co/UX165y7xMX,-1
300,"I understand The Russian Federation, Belarus, Syria and North Korea voting against condemning the Russian invasion of Ukraine at the UN today but...Eritrea???? What's the deal there?
@Eritrea_UN @ERiEmbMedia @UN",0
301,"@Rafaelissimo @staravjeshtica @Suenua__Edvar @IAPonomarenko They get told untruths. They are young and impressionable. They might be the agressors here but nontheless, Russia has done them wrong too.",-1
302,stay strong ukraine,1
303,After the holodomor in the 1930s Russia seems to perpetrate yet another genocide in #Ukraine 90 years on.,0
304,Protection and assistance are uppermost in our minds #ukraine @UNmigration https://t.co/5LN9bGVenq,0
305,Out in the centre of Prague at the moment. People have put up Ukrainian flags 🇺🇦 all over the place. You can tell the people here have strong ties with Ukraine. Brsides that there's a lot of Ukrainians living here too.,1
306,I got so.annoyed #Ukraine situation and felt I needed to do something. I thought what of everyone at @YourStMarys to donate £1 so we did this https://t.co/u5PQg5q4Do,0
307,@wescu @AdvanceSapiens @spectatorindex Yup.. Btw do you know any reasons why Finland hasn't joined NATO till date? Its been there for decades... No?,0
308,"@MID_RF Lorov:
""We do not seek in any way to occupy #Ukrainian lands. Our goal is the demilitarization of #Ukraine.""",0
309,"@KremlinRussia You know why coward @KremlinRussia is threatening to use nuclear weapons? It's because the world realized russia's army is a scrap joke and we might feel tempted to march to moscow and easily cease it.
The pig coward war criminal putin Khuylo is trembling on his bunker",-1
310,It’s disgusting! He had vested interest with Russia for many years. He’s a terribly dirty politician. https://t.co/j2NDhc7WZb,-1
311,@jaketapper listening to your show about bombing of the hospital in Ukraine of course it’s a nasty horrible war crime but America did the same thing in #Iraq 2003 !,-1
312,"We Stand with Ukraine.

Here's how you can offer a home to a refugee: 
https://t.co/h1nQD2O70l",0
313,"@microbingle You really made this stupid question... What personally i've done. Here. In russia. With mad ""president"" And millions of gunned people... I've done a number of things to show how much i disagree and not to find myself in prison.",-1
314,Kind of astonished that there’s still a whole wedge of people for whom the war in Ukraine is still primarily an excuse to gripe about the people they hate on Twitter Being Wrong Again.,-1
315,"Bugger. I had my eye on a Russian-build food mixer too.

BBC News - Russia hits back at Western sanctions with export bans
https://t.co/XoqDr2zA1i",0
316,"@alexstubb: ""Bilateral relations are important. Multilateral engagement is security.""

I agree.

And as much as I appreciate the #EU, unfortunately article 42.7 is not a substitute for #NATO security.

#Finland has to maneuver carefully but steadily towards full NATO membership. https://t.co/JCRoLp38Wz",1
317,@DavidTCDavies RT about Russia Today.,0
318,@christogrozev @mod_russia Closer to 10x that number.,0
319,"@super_cool9 @y_akopov Defeat is by no means inevitable. If Ukraine resists long enough problems in RU mount, forcing an end. If RU wins the war, they still cannot control UA (thing Afghanistan) and the will eventually leave. Ukranians seem determined to defeat RU eventually.",-1
320,"@BBCNews At the end of 2021 there was a UN resolution to fight Nazism. The two countries that did not want to vote for this resolution were the United States and Ukraine. The European Union abstained.
This explains that...",0
321,"A NATO APPLICATION WOULD DESTABILISE OUR PART OF EUROPE!?!

#SvPol #MEDval22 #NATO #Ukraine #Russia #VOTE https://t.co/Slp6XUvyNd",0
322,@MB2BORNOT2B @matthewstoller @GrayConnolly We shall find out as container rates rise or fall. Add all the ports of Russia and count them as one. Because all of them are now stranded.,0
323,"#Putin at his dirty little tricks. Is he hiding in a #bunker?
Whilst #Ukraine takes a battering, he’s somewhere in #Russia while doubling down on the violence 
#UkraineRussianWar https://t.co/vusbhRkF9a",-1
324,"A Ukrainian Soldier’s last words in response to a Russian battleship telling them to surrender. @ Kyiv, Ukraine https://t.co/VxY8KZdxSt",0
325,I want to see: Russia Goodbye. https://t.co/SLLzk294SB,0
326,"A view from our garden, in Bucks, UK. A different world is only 2 hours away from here. I sit &amp; watch the news as the poor Ukrainians are displaced and bravely defend ‘Their Lane’ from nasty Russian invaders #StandWithUkraine️ #Ukraine #PutinWarCrimes #Bucks #Marlow #PutinHitler https://t.co/5uL6mGC4CO",-1
327,Today at Bucharest #uhelp #ukraine #bucharest @ngointercalat https://t.co/w0Jr0XuQjM,0
328,"Yelena Osipova, the well-known survivor of the Siege of #Leningrad, is that kind of hero our world needs right now. Video from #StPetersburg, #Russia.
#StandWithUkraine ✊🇺🇦
https://t.co/7sqCQ7Bjit",1
329,"Anonymous 

https://t.co/3WiIEQchkZ

#Ukraine #Anonymous #UkraineWar #Ukraina #UkraineUnderAttack #UkraineRussiaWar",0
330,"Do you think the powerful social media platforms should try to help Ukraine &amp; sanction Russia somehow?

They’re our “online countries” after all.

@twitter @Meta @instagram @Clubhouse @Twitch @tiktok_uk @Snapchat @amazon @Google @LinkedIn #BanRussiafromSwift",1
331,To all our African brothers and sisters who suffered at the border. There are a lot of bad people trying to profiteer at the borders. All the good ones are staying behind to defend Ukraine. I am so sorry about the horrific way you were treated. But this does not represent us.,-1
332,i donated $300 to Ukraine,0
333,"@AnnieClarkCole @sahilkapur @JoeNBC Putin didn't need to, he just sat back and watched Trump take a wrecking ball to NATO.",0
334,"#UkraineRussiaConflict | These pictures tell a tale of loss and destruction, capturing the cost to everyday life. #ULTIMAHORA #UcraniaRusia #Ukraine https://t.co/2WZmS2zKkL",-1
335,@ecomarxi So the invasion is partly the fault of Ukraine for trying to join NATO?,0
336,It is always nice to say hello to some one by mis pronouncing or misspelling their name. After all the space given to Ukraine by the mass media &amp; wall to wall coverage on TV poor poor @NadineDorries gets it wrong the moment she opens her mouth on the subject. #JohnsonOut41 https://t.co/K1j7BntS3S,-1
337,"144 million people live in Russia. We love, rejoice, study, work, take care of each other and protect our loved ones. Russia is each of us.

#IamRussia #StopHatingRussians
#РоссияЭтоЯ #НетРусофобии https://t.co/v1T0GgK4Bq",1
338,"@COLRICHARDKEMP I am against any form of wars and Putin is wrong to bomb a country which is  no threat to Russia, however isn’t the same thing the US and UK did in Iraq?",-1
339,@mitchoo_oo Also lols the arrogance of him thinking that everyone is so dumb that they need the relationship between Ukraine and Russia broken down into terms like that?! The worst,-1
340,@ali_king @scottgal @Skyscanner @unity Not hiring in Scotland specifically but @deliveryherocom is streamlining applicants from Ukraine,0
341,@SMTJreborn @XVIVLXX @Georgeoftheday1 @AlexJayMac @YoungLabourUK A satellite nation is a buffer between Russia and the west that's why I'm using it here Russia have always been vehemently against nato expansion in this region.,0
342,This is an amazing step forward to #SupportMoldova 🇲🇩🇪🇺🇷🇴. EU &amp; NATO are the best guarantee for the security of #Moldova https://t.co/23FcMnVhNB,1
343,"@BBCWorld Only those who think they'll get a better life in the competitive West, where all flock to at first sight of hardship, only to join a long queue where jumping won't be tolerated, and who will eventually become groomed subversives sent back to Russia directed to do their bidding.",1
344,@TaflanAlexandru @vtchakarova @BrownBartosz @BartosiakJacek Poland imports gas and oil from Russia,0
345,"It's war time with full of fear &amp; terror in #Ukraine but there are peoples singing on the tunes of music to keep the spirits high while hiding from missile attacks at one of the #Kyiv's underground station
#BREAKING #UkraineRussia #UkraineInvasion #UkraineUnderAttack #Ukrainian https://t.co/shF74mB28L",-1
346,Mastercard and Visa suspends all transactions and operations in Russia https://t.co/nyFEKX1OjO,0
347,"@BBCNews How Russia got control of the @Conservatives 
https://t.co/soLbu5JfuS",0
348,"« those letters are Z and V, an official tasked with patriotic education in Arkhangelsk region told Russia's https://t.co/UqlLWuq723 outlet : Z stood For Unity, V for victory »

Coïncidence malheureuse pour la casquette @zadigetvoltaire 😮 🤦🏽‍♂️ https://t.co/owy2Af9fsi",0
349,"@sherman_lima @KremlinRussia_E Hai Ukraine, we from Romanian support u, Nato is a shit, we all r in danger, Biden are afraid of Russia",-1
350,"If I want comment on the situation in Ukraine, I look to a news channel, not an ex footballer on a sports channel. Stick to what you know. #StopTheWarInUkraine",0
351,"You can say I'm dreamer but I'm not the only one.
#ukraine #russia #peace #2022 @ Rome, Italy https://t.co/yV8Fcmw3Ry",1
352,"The @lewpolishcentre has done incredible, amazing work over the last few days collecting aid for Ukraine - our community here in Lewisham at its absolute best. Glad that it’s going to get to the border where it’s desperately needed soon. 🇵🇱 🇺🇦 https://t.co/qIUSQXOn9y",1
353,@piersmorgan Read History Piers Crimea was always Russia .,0
354,"IMO, the time for sanctions against Russia have passed. It’s time to send the military in. 

It’s time to beat Putin back.",0
355,Seriously worried about Russia. This is going to be bad for everybody!,-1
356,"GS1 Company Prefix | GS1

We can support #Ukraine by avoiding to buy Russia-produced #goods as consumers.
Barcodes starting with numbers from 460 to 469 are on products produced by Russian manufacturers (481 for Belarus).
#StandWithUkraine 

https://t.co/tbxq8IkIkY",0
357,"Singapore Red Cross aid arrives in Ukraine, fundraising appeal raises about S$2 million 

 https://t.co/YQ5kaB4ucf",0
358,"Time for NATO, the EU, Biden or Johnson to stop telling us how bad and nasty the invasion of Ukraine is. Tell us what exactly are you going to do about it. So far, we hear just empty rhetoric and pointless threats.",-1
359,"Chernihiv, Ukraine - 33 civilian casualties. #RussianWarCrimes #PutinWarCrimes #Putinswar #RussianUkrainianWar #casualtiesofwar #RussiaUkraine https://t.co/sh4vngFwKN",0
360,"@olivertwist1009 @0penmysafe @bittybitbit86 So attacking and killing civilians in an unstable country is ok, it's only evil if they are a stable democracy? Not quite how I see the world. But see, I don't try to say Russia is good. They're not. No war is justifiable. Just saying the outcry is a bit hypocritical...",-1
361,"We all must stand with Ukraine 🇺🇦 💪 
Artwork by #Brusk
#UkraineInvasion #UkraineUnderAttack #UkraineWar https://t.co/E64THmYnEG",0
362,And then imagine these people at night armed - Russia can take Ukraine but it cannot hold it. https://t.co/pJXWPMsfq6,0
363,"@Green_Mettle @lestamberGu @AdvanceSapiens @Scotcraig833 @spectatorindex I am not justifying anything what putin is doing. I am appaled at stupidity of Ukraine. If Germany can prosper after worldwar just focusing on economy.. They could have too. Picking a fight with a mad bear is stupid, unless you can kill it for good. And Russia can't be killed.",-1
364,"🌍 #Putin and #Trump make it obvious and inevitable: 

Europe is responsible for our own peace, prosperity and destiny. #Ukraine https://t.co/C63xCLglew",1
365,"Cheers to an awesome and interesting month,May all that you do in this new month be productive and successful.Happy New Month. @ Kyiv, Ukraine https://t.co/ap2WAeXbiA",1
366,@WalshFreedom We stand by and watch as Russia launches rapid fire missle into civilian areas.  It's just wrong https://t.co/ivuDnQXKJU,-1
367,"@BretWeinstein Read the comments here. And then realise that…

Nobody Knows What Is Going On in Ukraine … Do You? – Johnny Massacre Show 399
https://t.co/yTjJ7a3lt7",0
368,"Asking Marques Brownlee to comment on Ukraine war may be unsuitable.
Like, he is tech person
He is not history person
In terms of war and politics
He is just like normal guy on the streets with no good knowledge

He may not have anything of value to add since he may sway",-1
369,"@GangloSaxon @AngloBrigadier Russia prepping false flag NBC weapons justification.
There's a reason monitoring at Chernobyl went offline.

https://t.co/ULMYSFVBLw",-1
370,@POTUS 20 years ago pacifically 2014 America and NATO used Ukraine to antagonise Russia military exercises not mention American links to remove pro-Russian elements in the elected government as for #London The #ToryTraitors in the back pocket of Russian oligarchs via building industry,0
371,On the #Ukraine border @humanityfirstDE #medical volunteers have treated 120 patients today https://t.co/fGHs3xXdxG,0
372,Leaders around the world standing by Ukraine https://t.co/b1qPcVKuqN,0
373,"@MajorDMalpas They’ve already surrendered to Russia, Sir 🤨",0
374,"@BlokeOnWheels Lovely tweet, Joe. This weekend I'm dedicating all my thoughts and all my hugs to the brave people of Ukraine.🇺🇦 Here's one for you, if need it.🤗",1
375,@Ridgevale_ @Helga_Otto_ @nulasuchet The insane government of Ukraine in this case. Only they are to blame for this situation!,-1
376,@LBC why not buy oil from Kuwait or Saudi rather than Russia,0
377,Thrilled our fabulous teacher got her mum out of the Ukraine and safely to her husband's family in Ireland.  Thank you Ireland for having a humanitarian heart. https://t.co/fstxoNJBVq,1
378,Projectile hit a building of Aquarena pool in Kharkiv last night https://t.co/y2Srt3sLW7  #Ukraine https://t.co/1mE5wPgfm5,0
379,"@tylko210 @KahvikuppiK @AdvanceSapiens @spectatorindex Who? If you don't remember, France even almost walked out of NATO because of this.",0
380,"@JohnOBrennan2 @IrishinEurVoice I thought the Bulgarians loved Russia. 

Maybe not Putin though?",1
381,@paulwaugh And  HO website says only U.K. nationals residing in U.K. can bring family … abandons U.K. nationals and their families living in Ukraine and fleeing ????,-1
382,💙💛 From Berlin with LOVE. #Ukraine #UkraineRussiaWar #Peace #UkraineInvasion #UkraineRussiaConflict https://t.co/8RcpC056gF,1
383,"@HerveyBrookes To spread scorn &amp; bitterness is hardly going to help the Ukrainian people. There's nothing you and I, however angry and frustrated, can do.
And at least you're receiving replies. I also know people in Ukraine but, unlike you, I haven't manged to make contact since Russia invaded.",-1
384,"@Reuters ..so immature. It's unreal. So what are Russia's, cocktail umbrellas?",0
385,"Well that’s a pretty stupid take. 

Russia should be kicked off the security council because they are currently invading a country while they are leading the security council. https://t.co/MwXUeujS2A",1
386,"Our Berlin Branch @PileckiInstitut proudly displays the Ukranian flag in full support of the Ukrainian nation! 
#WeSupportUkraine #Ukraine https://t.co/BKWilhTpQw",1
387,@Fio_edwards Do you have any understanding of why countries that have been treated as vassal states by Russia might seek collective protection against an gangster regime?,0
388,Too scare bc of this stupid war...scare bc i live at border with Ukraine and war is sooo f**king close..🙏 for Ukraine,-1
389,NATO sees no need to change nuclear alert level https://t.co/Yx0zygNsXZ,0
390,All according to who?those that hate Russia? https://t.co/EoUtOxcOVQ,-1
391,Russian troops seized 2 trucks of Ukrainian military and entered Kyiv https://t.co/7AV8XR6tY7 via @tweetsNV #Ukraine https://t.co/bMxIiBbvqR,0
392,"Environment Secretary attends G7 Agriculture Ministerial meeting on Ukraine and food security

Only for information for those wanting to disect the Govt policy -- for what it's worth. Both sides are imperialist and capitalist in any event.
 https://t.co/OsrK0IFUIJ",1
393,"Russia brings the democracy of Ukraine back to all the Ukraines. 
Don’t you understand?",0
394,"International politics is so complicated. We are just seeing the war but only Russia, Ukraine, NATO, and the West know what led to the war. There is a lot of intelligence gathering. Just relying on what we read in the press could be misleading. #internationalpolitics",-1
395,@PcTrident @NATO Which we never were in fact,0
396,"@NeilCam52208510 @Shagsy @LBC The war is the evidence and nato can't get involved,  not sure how you can miss it",-1
397,"One of pilots of downed aircraft was captured in Kharkiv, search operation ongoing for the 2nd https://t.co/TLkyJBRsiB  #Ukraine",0
398,"Russia and Ukraine in war but hardly to see that kind of barbaric scenes. This is football, suppose to be fun !!!! 17 dead??? https://t.co/GWbb7X9wBb",-1
399,"""Humanitarian intervention"" going on. #Ukraine #RussiaInvadesUkraine https://t.co/u17dzIQUg2",0
400,"@therecount I want to know why the allies don't go inside Ukraine and for once leave democracy aside, because soon or later the worst will come, and if they entered once the war started maybe Ukraine wasn't like this now..But now it's hard.. but not to late yet... Putin is out of his league.",-1
401,Morrison calls on Russia to withdraw,0
402,Celebrating a great win today with George and Mark S. So happy for Andriy Yarmolenko getting the first goal today. Very emotional for him and his family 💙💛⚽️⚽️⚒ #COYI #Ukraine,1
403,"@gioman62 @markgurman @TheTerminal If that's the only thing you're sacrificing, compared to horror of what ordinary citizens in Ukraine are experiencing right now, its hardly a sacrifice.
#StandingWithUkraine",-1
404,"Commercial break from Putin

All of us have this same thing. Leave Ukraine lah... If not soon.. I will go find ten dollar from somewhere and then throw into red cross for Ukraine .. https://t.co/TifjX5pu0Q",0
405,"We meet in Paris amid a horrific escalation of violence by #Russia in Ukraine. My heartfelt condolences go to those who have lost loved ones. 

We must stand firm in the face of this unprecedented agression 🇺🇦. #Ecofin #Eurogroup #StandWithUkraine https://t.co/OeGy1HHmVH",-1
406,"So scared bc of this stupid war...sucks been country border with Ukraine, i just imagine how people feel 😱",-1
407,@RussianEmbassy @mfa_russia @RusEmbUSA @RusMission_EU @RusBotschaft @NordStream2 @BBCWorld @ftworldnews @SkyNewsBiz @POLITICOEurope @NewStatesman Thug. Bullies. Dinosaurs,0
408,@AnonOpsSE @joncoopertweets Russia’s “world peace” statue in Helsinki Finland seems to of been upgraded. https://t.co/7zHyX990mR,0
409,Yea that’s how to get the world on your side Russia /s https://t.co/GSomLxWkNI,0
410,@ToneVays What a load of crap. Russia has invaded Ukraine in an act of war. Period.,-1
411,"Likewise, WHO has delivered 81 metric tons of supplies and is establishing a pipeline of supplies for health facilities across Ukraine, he noted. /5",0
412,"@JamieKemble From what I’ve heard, he’s been accused of being pro-Russia anyway, he didn’t sing the national anthem when he played for Ukraine and then got dropped from the national team altogether after he signed for Zenit.",0
413,"Happy birthday to the best of the #Beatles. Taken too soon. A song for the ages.
#GeorgeHarrison
#Ukraine
https://t.co/Fu86l75eGp",1
414,"I do have a NATO viral video in Macedonia and hate bullies like Putin, but all racist people are bullies.",-1
415,Depending on USA’s or NATO’s backing is the worst any country can do with itself. The USA has a long history of dumping its allies in times of crisis https://t.co/oefrwpWseq,-1
416,"“So it’s only #Ukraine that needs to fucking win a war to join the EU?

It seems that Zelensky can now join any alliance. He is the fucking Lionel Messi in his prime time.” https://t.co/UwOMeg26RP",1
417,"ima make them #dance !!
#hiphopmusic #music #international @ Moscow, Russia https://t.co/LuXjPfxkwI",0
418,Emergency UNSC meeting on Ukraine: Security Council to vote on a resolut... https://t.co/eEfawvnBtB via @YouTube,0
419,Nottingham @MyNottingham severs twinning links with Russia and Belarus cities  @CllrDavidMellen says decision “borne out of our unwillingness to be associated with both the Russian and Belarusian governing bodies and is not a reflection on the people of Minsk or Krasnodar @bbcemt,0
420,"@VintiquesMark They already have. But they won't let you see the Russia Report, that YOU paid for.",0
421,Great fun today after school for the Spirt of Ukraine fundraiser at school. Staff vs Y11 Football was a HUGE hit. https://t.co/3e3wac3YfO,1
422,"Victor Folosnea 
Sort Code 20684008
Account Number 608371
_
PayPal: aliz520
Reference: Ukraine
_
#Ukraine #🇺🇦",0
423,"Russia for what? To steal their gas in broad daylight?

Or because they want to experienced winter ?

Or because they cannot watch Netflix and can only watch on Russia? 

To steal oil?? 

Might as well attack whole world then so that you can steal everything from PS5 to UFC",-1
424,"Today, 15th of March.
#Kherson, #Ukraine 🇺🇦
#StopPutin #StopRussia #StopRussianAggression #StopWarInUkraine #StopPutinsWar https://t.co/DIP0DPj8Uw",0
425,"#BBCNews - On the front line: If #Kharkiv falls, all of #Ukraine falls 
https://t.co/p4VE8JnDXa",0
426,"i'm seeing this on my facebook feed among some friends - they've gone on to mock ukraine for ""only managing to capture 12 russians"" (it was an article about the press conference) and i think its so dishonest",-1
427,#StreetArt &amp; #Ukraine in #Paris 13th https://t.co/8iYqUldN7E,0
428,"Very informative episode of the @BBCWorld Unspun World with @JohnSimpsonNews . Understandable though sad that the dominance of the Ukraine war in the media is depriving airtime for other conflicts including in Myanmar, where brave civilians are taking on the military dictatorship",-1
429,"Russian servicemen in the process of delivering humanitarian aid to residents of the Kharkiv region of Ukraine.

#StopWarInUkraine 
#UkraineRussiaWar https://t.co/LrdE7rce3Z",0
430,"The ordinary people of Russia are standing up against a pathetic little warmonger. ❤️
#PutinIsaWarCriminal",-1
431,Ukraine today https://t.co/bESNL6CMDP,0
432,"#Ukraine
#Graffiti
#Art

@MyDogSighs
#MyDogSighs @ Ukraine Is My Home https://t.co/2UDYUDHpUp",0
433,Euro 2028 set for UK and Ireland with Russia and Turkey out of the running https://t.co/NLVUDBr4xT… https://t.co/bXJXTZlZWk,0
434,Ukraine: why the sanctions won't topple Putin https://t.co/CWiVSbZjqU via @ConversationUK,0
435,Hundreds of Planes Are Stranded in Russia. They May Never Be Recovered. https://t.co/QCXSfCy2GU #aviation #aviationlovers #aviationdaily #Aeroflot #Boeing #Airbus #SanctionRussiaNow #sanctions #travel #Russia #Russians #Russian #Putin #PutinLies #PutinsWarCrimes #PutinWarCriminal,0
436,"@xiang_aw @iamtomnash Russia has its forces stationed around its borders just like any normal country.

The point of the alliance is to be seen as Russia's equal, because through repeated failed leadership, fear combined with a cynical world view is the only pair of glasses Putin will ever wear.",-1
437,@GarlandNixon Your a water boy and eating away your talent defending Putin. So pathetic. how much  does Russia pay you? I think your listeners have a right to know.,-1
438,Can’t Russia just collapse once and for all. Im so tired of this  #StandWithUkraine,-1
439,@maayuuuuuu_ @Yuhanna94267370 @KremlinRussia again you are on behalf yourself only. i can say most people on the earth are supporting russia too 😂😂😂😂,1
440,"Good luck to our fantastic teacher, iryna,  who is travelling today to Poland to find her Mum who is fleeing from the Ukraine war. https://t.co/FjB1V5Lb82",1
441,@vonderleyen @NATO The #EuropeanUnion  and #NATO are reaping what they sowed. Wake up at last #StopWar,0
442,@rnieh4 @spectralcodex Large demonstrations in Taiwan about Ukraine could be ideal opportunity to highlight Taiwan's situation and to attract positive and sympathetic  publicity for it in Europe.,1
443,@SamRamani2 Is this fake news?  That would make Nato directly involved,-1
444,"Here we see how the modern warfare (usually) is justified. The war isn't waged in the name of the Sovereign/State. The war is waged to protect, to stop the genocide. Russia is a biosovereign state, and with the war, necropolitics is (again) visible. https://t.co/v6i3WPNlks",-1
445,Saving the kitties  of Ukraine! 🐱✌️🇺🇦✌️🇺🇦✌️🇺🇦🐱 https://t.co/XRzwtSnjad,0
446,"Praying for Ukraine 🇺🇦 as tonight gonna be one of the most violent atacks .
Ukraine thank you for defending the Europe.😊🤗🎊

#BanRussiafromSwift #Ucrania #UcraniaRussia #WarCrimes #WARINUKRAINE #cryptocurrecy #Cryptoarmy",1
